0,0,0,0,0,0,0,0,0,0,0,9750.664063
1,0,0,0,1,0,0,1,0,0,1,4457.228027
2,0,0,0,2,0,0,2,0,0,2,9471.724609
3,0,0,0,3,0,0,3,0,0,3,9148.228516
4,0,0,0,4,0,0,4,0,0,4,4587.847656
5,0,0,0,5,0,0,5,0,0,5,3976.561768
6,0,0,0,6,0,0,6,0,0,6,6338.694824
7,0,0,0,7,0,0,7,0,0,7,9715.567383
8,0,0,0,8,0,0,8,0,0,8,7057.710449
9,0,0,0,9,0,0,9,0,0,9,1025.421875
10,0,0,0,0,1,0,0,1,0,10,898.770081
11,0,0,0,1,1,0,1,1,0,11,1664.479492
12,0,0,0,2,1,0,2,1,0,12,6058.229004
13,0,0,0,3,1,0,3,1,0,13,4264.656738
14,0,0,0,4,1,0,4,1,0,14,6104.007324
15,0,0,0,5,1,0,5,1,0,15,4349.498047
16,0,0,0,6,1,0,6,1,0,16,3903.927734
17,0,0,0,7,1,0,7,1,0,17,622.882751
18,0,0,0,8,1,0,8,1,0,18,4548.783691
19,0,0,0,9,1,0,9,1,0,19,4833.216309
20,0,0,0,0,2,0,0,2,0,20,9860.835938
21,0,0,0,1,2,0,1,2,0,21,5940.732910
22,0,0,0,2,2,0,2,2,0,22,2800.683594
23,0,0,0,3,2,0,3,2,0,23,6154.667969
24,0,0,0,4,2,0,4,2,0,24,1592.455811
25,0,0,0,5,2,0,5,2,0,25,1879.024658
26,0,0,0,6,2,0,6,2,0,26,6915.799316
27,0,0,0,7,2,0,7,2,0,27,2023.377075
28,0,0,0,8,2,0,8,2,0,28,7331.156250
29,0,0,0,9,2,0,9,2,0,29,662.251648
30,0,0,0,0,3,0,0,3,0,30,4463.637207
31,0,0,0,1,3,0,1,3,0,31,2001.708984
32,0,0,0,2,3,0,2,3,0,32,6579.485352
33,0,0,0,3,3,0,3,3,0,33,4215.521973
34,0,0,0,4,3,0,4,3,0,34,3366.496826
35,0,0,0,5,3,0,5,3,0,35,6235.846680
36,0,0,0,6,3,0,6,3,0,36,2164.677734
37,0,0,0,7,3,0,7,3,0,37,9258.094727
38,0,0,0,8,3,0,8,3,0,38,2865.077637
39,0,0,0,9,3,0,9,3,0,39,3803.216553
40,0,0,0,0,4,0,0,4,0,40,1449.324097
41,0,0,0,1,4,0,1,4,0,41,4917.142578
42,0,0,0,2,4,0,2,4,0,42,6930.448242
43,0,0,0,3,4,0,3,4,0,43,3733.329102
44,0,0,0,4,4,0,4,4,0,44,9517.501953
45,0,0,0,5,4,0,5,4,0,45,4423.047363
46,0,0,0,6,4,0,6,4,0,46,5426.496094
47,0,0,0,7,4,0,7,4,0,47,2768.333740
48,0,0,0,8,4,0,8,4,0,48,2142.704590
49,0,0,0,9,4,0,9,4,0,49,7450.788574
50,0,0,0,0,5,0,0,5,0,50,3339.030029
51,0,0,0,1,5,0,1,5,0,51,8924.527344
52,0,0,0,2,5,0,2,5,0,52,1358.378784
53,0,0,0,3,5,0,3,5,0,53,4664.754395
54,0,0,0,4,5,0,4,5,0,54,3385.113281
55,0,0,0,5,5,0,5,5,0,55,4913.785156
56,0,0,0,6,5,0,6,5,0,56,1432.538818
57,0,0,0,7,5,0,7,5,0,57,1037.018921
58,0,0,0,8,5,0,8,5,0,58,2312.997803
59,0,0,0,9,5,0,9,5,0,59,496.536163
60,0,0,0,0,6,0,0,6,0,60,8071.229980
61,0,0,0,1,6,0,1,6,0,61,9496.750000
62,0,0,0,2,6,0,2,6,0,62,6206.549316
63,0,0,0,3,6,0,3,6,0,63,7818.536621
64,0,0,0,4,6,0,4,6,0,64,8650.776367
65,0,0,0,5,6,0,5,6,0,65,1470.076538
66,0,0,0,6,6,0,6,6,0,66,5104.220703
67,0,0,0,7,6,0,7,6,0,67,8798.791016
68,0,0,0,8,6,0,8,6,0,68,6304.513672
69,0,0,0,9,6,0,9,6,0,69,5885.188965
70,0,0,0,0,7,0,0,7,0,70,2249.214111
71,0,0,0,1,7,0,1,7,0,71,8633.686523
72,0,0,0,2,7,0,2,7,0,72,5663.930176
73,0,0,0,3,7,0,3,7,0,73,3187.658203
74,0,0,0,4,7,0,4,7,0,74,8281.502930
75,0,0,0,5,7,0,5,7,0,75,4473.403320
76,0,0,0,6,7,0,6,7,0,76,3075.350342
77,0,0,0,7,7,0,7,7,0,77,5945.005371
78,0,0,0,8,7,0,8,7,0,78,5678.884277
79,0,0,0,9,7,0,9,7,0,79,3339.335205
80,0,0,0,0,0,1,0,0,1,80,9101.535156
81,0,0,0,1,0,1,1,0,1,81,2591.326416
82,0,0,0,2,0,1,2,0,1,82,3772.087646
83,0,0,0,3,0,1,3,0,1,83,8340.708984
84,0,0,0,4,0,1,4,0,1,84,6119.571289
85,0,0,0,5,0,1,5,0,1,85,5882.747559
86,0,0,0,6,0,1,6,0,1,86,9631.641602
87,0,0,0,7,0,1,7,0,1,87,7253.944336
88,0,0,0,8,0,1,8,0,1,88,8831.140625
89,0,0,0,9,0,1,9,0,1,89,2617.877686
90,0,0,0,0,1,1,0,1,1,90,5150.303711
91,0,0,0,1,1,1,1,1,1,91,2529.984375
92,0,0,0,2,1,1,2,1,1,92,492.873932
93,0,0,0,3,1,1,3,1,1,93,6194.341797
94,0,0,0,4,1,1,4,1,1,94,5628.528809
95,0,0,0,5,1,1,5,1,1,95,6789.147949
96,0,0,0,6,1,1,6,1,1,96,2685.018555
97,0,0,0,7,1,1,7,1,1,97,8557.695313
98,0,0,0,8,1,1,8,1,1,98,175.481445
99,0,0,0,9,1,1,9,1,1,99,2864.162109
100,0,0,0,0,2,1,0,2,1,100,1423.993652
101,0,0,0,1,2,1,1,2,1,101,3108.310059
102,0,0,0,2,2,1,2,2,1,102,9240.394531
103,0,0,0,3,2,1,3,2,1,103,2460.707520
104,0,0,0,4,2,1,4,2,1,104,7438.276367
105,0,0,0,5,2,1,5,2,1,105,5127.109863
106,0,0,0,6,2,1,6,2,1,106,9582.812500
107,0,0,0,7,2,1,7,2,1,107,2490.615479
108,0,0,0,8,2,1,8,2,1,108,3414.716064
109,0,0,0,9,2,1,9,2,1,109,1283.303345
110,0,0,0,0,3,1,0,3,1,110,2000.183105
111,0,0,0,1,3,1,1,3,1,111,3144.627197
112,0,0,0,2,3,1,2,3,1,112,6032.593750
113,0,0,0,3,3,1,3,3,1,113,4787.743652
114,0,0,0,4,3,1,4,3,1,114,2120.120850
115,0,0,0,5,3,1,5,3,1,115,6765.647949
